type,time,channel,note,velocity,pitch  
pitchwheel,68.53060793876648,0,,,14
note_on,68.5311028957367,0,69,127,
note_off,68.56006503105164,1,61,64,
pitchwheel,68.56131100654602,1,,,4
note_on,68.56156086921692,1,61,127,
pitchwheel,68.57027673721313,1,,,0
note_off,68.61600589752197,0,69,64,
pitchwheel,68.64877891540527,0,,,35
note_on,68.64912104606628,0,69,127,
note_off,68.6943187713623,3,54,64,
pitchwheel,68.7310619354248,3,,,-38
note_on,68.73142981529236,3,54,127,
note_off,68.78792977333069,0,69,64,
pitchwheel,68.83295178413391,0,,,14
note_on,68.83329677581787,0,69,127,
pitchwheel,68.83599495887756,4,,,159
note_on,68.83655500411987,4,66,47,
pitchwheel,68.8399407863617,0,,,0
pitchwheel,68.85407185554504,4,,,-54
note_off,68.86772084236145,0,69,64,
note_off,68.88236904144287,2,57,64,
pitchwheel,68.89245080947876,5,,,0
pitchwheel,68.92076587677002,0,,,-102
note_on,68.9211699962616,0,67,127,
pitchwheel,68.9482798576355,4,,,102
pitchwheel,68.95227599143982,5,,,285
pitchwheel,68.95500087738037,2,,,-48
note_on,68.95542287826538,2,60,31,
pitchwheel,68.95816493034363,0,,,-12
pitchwheel,68.95977687835693,1,,,187
pitchwheel,68.96065092086792,3,,,188
note_off,68.96384787559509,0,67,64,
pitchwheel,68.97202277183533,4,,,-142
pitchwheel,68.98224782943726,3,,,317
note_off,68.9838478565216,1,61,64,
pitchwheel,68.99613690376282,5,,,650
pitchwheel,68.99999475479126,4,,,102
pitchwheel,69.00203490257263,3,,,663
pitchwheel,69.02891278266907,0,,,-153
note_on,69.02930092811584,0,68,127,
note_off,69.03810477256775,2,60,64,
pitchwheel,69.05590200424194,0,,,-10
pitchwheel,69.05997395515442,0,,,0
note_off,69.07429790496826,5,42,64,
note_off,69.10615873336792,0,68,64,
pitchwheel,69.11520099639893,5,,,-30
note_on,69.1152458190918,5,44,127,
pitchwheel,69.18675684928894,0,,,10
note_on,69.18705582618713,0,68,127,
pitchwheel,69.19077777862549,1,,,-10
note_on,69.1912739276886,1,63,122,
pitchwheel,69.2020218372345,0,,,0
note_off,69.24819469451904,1,63,64,
note_off,69.30805778503418,0,68,64,
pitchwheel,69.31301403045654,1,,,-10
note_on,69.31348299980164,1,63,63,
pitchwheel,69.31579971313477,2,,,18
note_on,69.31613492965698,2,60,20,
pitchwheel,69.34479689598083,0,,,-5
note_on,69.34511184692383,0,68,127,
note_off,69.3501238822937,1,63,64,
pitchwheel,69.35165691375732,1,,,4
note_on,69.35201001167297,1,63,127,
pitchwheel,69.35371398925781,0,,,0
pitchwheel,69.35511088371277,2,,,-30
pitchwheel,69.35631799697876,1,,,0
note_off,69.43023991584778,3,54,64,
pitchwheel,69.47211074829102,2,,,4
pitchwheel,69.47896885871887,3,,,10
note_on,69.47937989234924,3,56,127,
pitchwheel,69.48413681983948,3,,,0
note_off,69.51416683197021,0,68,64,
pitchwheel,69.53019380569458,2,,,-93
pitchwheel,69.56812500953674,2,,,-31
pitchwheel,69.57107305526733,0,,,-5
note_on,69.57111597061157,0,68,127,
pitchwheel,69.57299184799194,0,,,0
note_off,69.59991502761841,0,68,64,
pitchwheel,69.60392880439758,2,,,17
pitchwheel,69.66280388832092,0,,,-23
note_on,69.66312885284424,0,68,127,
pitchwheel,69.67827892303467,2,,,-101
note_off,69.6980938911438,0,68,64,
pitchwheel,69.74877786636353,0,,,-5
note_on,69.74904870986938,0,68,127,
pitchwheel,69.75002193450928,2,,,4
pitchwheel,69.76220703125,0,,,0
note_off,69.79022693634033,2,60,64,
pitchwheel,69.85505104064941,2,,,-14
note_on,69.85557198524475,2,60,127,
pitchwheel,69.86663770675659,4,,,467
note_off,69.8778989315033,0,68,64,
pitchwheel,69.89415287971497,4,,,602
pitchwheel,69.90076279640198,0,,,165
note_on,69.9011378288269,0,68,93,
pitchwheel,69.92595195770264,0,,,204
note_off,69.93394994735718,0,68,64,
pitchwheel,69.95674276351929,0,,,10
note_on,69.95718502998352,0,68,127,
pitchwheel,69.97190403938293,0,,,0
note_off,69.9879858493805,0,68,64,
pitchwheel,69.99430203437805,4,,,526
pitchwheel,70.02687168121338,4,,,473
pitchwheel,70.02870988845825,0,,,-5
note_on,70.0290539264679,0,68,127,
pitchwheel,70.04005289077759,0,,,0
pitchwheel,70.04607272148132,4,,,592
note_off,70.07002282142639,0,68,64,
pitchwheel,70.08239793777466,4,,,554
pitchwheel,70.10828495025635,4,,,520
pitchwheel,70.11087679862976,0,,,-5
note_on,70.11123895645142,0,68,127,
pitchwheel,70.16218686103821,0,,,0
note_off,70.17208504676819,1,63,64,
pitchwheel,70.2112467288971,1,,,115
note_on,70.2116928100586,1,63,127,
pitchwheel,70.2360577583313,1,,,-10
note_off,70.28987288475037,0,68,64,
pitchwheel,70.30892968177795,4,,,592
pitchwheel,70.3107430934906,0,,,10
note_on,70.31107378005981,0,68,127,
note_off,70.34807300567627,0,68,64,
pitchwheel,70.3810818195343,0,,,-5
note_on,70.38153767585754,0,68,127,
note_off,70.45192885398865,0,68,64,
pitchwheel,70.47887182235718,0,,,-5
note_on,70.47917699813843,0,68,127,
pitchwheel,70.51416683197021,0,,,0
note_off,70.54028391838074,3,56,64,
note_off,70.54218196868896,2,60,64,
pitchwheel,70.57103276252747,2,,,18
note_on,70.57139086723328,2,60,127,
pitchwheel,70.62025880813599,4,,,526
note_off,70.64612674713135,0,68,64,
pitchwheel,70.65409684181213,2,,,-14
pitchwheel,70.67903780937195,0,,,-5
note_on,70.67942571640015,0,68,127,
pitchwheel,70.68202805519104,0,,,0
note_off,70.71414566040039,0,68,64,
pitchwheel,70.75884485244751,0,,,-23
note_on,70.75922274589539,0,68,127,
pitchwheel,70.796306848526,4,,,493
note_off,70.82610583305359,0,68,64,
pitchwheel,70.84901285171509,0,,,-23
note_on,70.849613904953,0,68,127,
note_off,70.85596799850464,1,63,64,
pitchwheel,70.86218810081482,4,,,440
pitchwheel,70.87708973884583,1,,,-10
note_on,70.87732982635498,1,63,127,
pitchwheel,70.95510673522949,3,,,10
note_on,70.95546793937683,3,56,127,
pitchwheel,70.9647569656372,3,,,0
pitchwheel,70.97051692008972,4,,,493
pitchwheel,71.0001118183136,0,,,0
note_off,71.01213383674622,1,63,64,
pitchwheel,71.06894898414612,1,,,-10
note_on,71.0693027973175,1,63,127,
pitchwheel,71.08024787902832,4,,,440
pitchwheel,71.10825705528259,4,,,511
note_off,71.12010073661804,2,60,64,
note_off,71.2041289806366,1,63,64,
pitchwheel,71.21997594833374,0,,,58
note_off,71.23011088371277,0,68,64,
pitchwheel,71.24292469024658,1,,,-5
note_on,71.2433967590332,1,66,127,
pitchwheel,71.26283502578735,2,,,17
note_on,71.26309204101562,2,59,127,
pitchwheel,71.26616597175598,1,,,0
pitchwheel,71.29624199867249,4,,,675
note_off,71.30820393562317,4,66,64,
pitchwheel,71.33145093917847,4,,,-51
note_on,71.33177280426025,4,49,127,
pitchwheel,71.34399890899658,2,,,63
note_off,71.39631009101868,2,59,64,
note_off,71.42409086227417,1,66,64,
pitchwheel,71.4299988746643,4,,,-14
pitchwheel,71.45894408226013,2,,,152
note_on,71.45939469337463,2,59,127,
note_off,71.49212980270386,2,59,64,
pitchwheel,71.51080870628357,1,,,-7
note_on,71.51092100143433,1,64,127,
pitchwheel,71.54615592956543,1,,,0
note_off,71.57826471328735,1,64,64,
pitchwheel,71.61910080909729,1,,,-7
note_on,71.61946868896484,1,64,127,
pitchwheel,71.6211347579956,2,,,4
note_on,71.62162375450134,2,61,127,
note_off,71.66822099685669,3,56,64,
pitchwheel,71.68021392822266,1,,,0
pitchwheel,71.71115493774414,3,,,37
note_on,71.71142292022705,3,56,127,
pitchwheel,71.7323808670044,3,,,0
note_off,71.8301010131836,1,64,64,
pitchwheel,71.83163976669312,1,,,12
note_on,71.83202981948853,1,64,127,
note_off,71.84617877006531,2,61,64,
pitchwheel,71.84750890731812,2,,,4
note_on,71.84789991378784,2,61,119,
note_off,71.86423087120056,1,64,64,
pitchwheel,71.92485189437866,1,,,-7
note_on,71.92528104782104,1,64,127,
pitchwheel,71.94290685653687,0,,,-57
note_on,71.94330382347107,0,68,64,
note_off,71.95599007606506,1,64,64,
pitchwheel,71.97187876701355,0,,,-17
pitchwheel,71.99088788032532,1,,,12
note_on,71.99130487442017,1,64,127,
pitchwheel,72.00398373603821,0,,,0
pitchwheel,72.00496983528137,1,,,0
note_off,72.04030990600586,2,61,64,
pitchwheel,72.08531999588013,2,,,155
note_on,72.0855917930603,2,61,127,
pitchwheel,72.11040997505188,2,,,23
pitchwheel,72.16079783439636,2,,,0
pitchwheel,72.16393780708313,1,,,325
note_off,72.20007991790771,1,64,64,
pitchwheel,72.20166683197021,1,,,-7
note_on,72.20211672782898,1,64,127,
note_off,72.23214888572693,1,64,64,
pitchwheel,72.26707887649536,1,,,-7
note_on,72.26749682426453,1,64,127,
note_off,72.3382089138031,1,64,64,
pitchwheel,72.36689591407776,1,,,-7
note_on,72.36725687980652,1,64,127,
note_off,72.41443300247192,4,49,64,
note_off,72.42826294898987,3,56,64,
pitchwheel,72.46521186828613,3,,,-17
note_on,72.46561193466187,3,56,127,
pitchwheel,72.51483392715454,3,,,0
note_off,72.54016494750977,1,64,64,
pitchwheel,72.57294702529907,1,,,-21
note_on,72.572988986969,1,64,127,
note_off,72.62014484405518,1,64,64,
pitchwheel,72.67080283164978,1,,,-51
note_on,72.67122387886047,1,64,127,
pitchwheel,72.70401787757874,1,,,-10
note_off,72.75233006477356,1,64,64,
pitchwheel,72.75382781028748,1,,,-7
note_on,72.75431776046753,1,64,127,
note_off,72.80824780464172,2,61,64,
pitchwheel,72.83738803863525,2,,,-31
note_on,72.83754181861877,2,61,127,
pitchwheel,72.85245990753174,2,,,0
note_off,72.89618682861328,1,64,64,
pitchwheel,72.93295788764954,1,,,-21
note_on,72.93343687057495,1,64,127,
note_off,72.96827697753906,2,61,64,
pitchwheel,72.96991682052612,2,,,4
note_on,72.9702398777008,2,61,127,
note_off,73.024169921875,1,64,64,
pitchwheel,73.0255479812622,1,,,-7
note_on,73.02594304084778,1,64,127,
pitchwheel,73.04841780662537,2,,,142
note_off,73.10215592384338,1,64,64,
pitchwheel,73.11031079292297,2,,,0
note_off,73.1160728931427,0,68,64,
pitchwheel,73.11761379241943,0,,,-17
note_on,73.11792778968811,0,68,116,
pitchwheel,73.14294195175171,1,,,-34
note_on,73.14353489875793,1,64,127,
pitchwheel,73.17944097518921,4,,,-51
note_on,73.17967486381531,4,49,127,
pitchwheel,73.1841390132904,0,,,0
note_off,73.18516778945923,2,61,64,
pitchwheel,73.18658900260925,2,,,-31
note_on,73.18684482574463,2,61,109,
note_off,73.19468188285828,3,56,64,
pitchwheel,73.20025992393494,2,,,0
pitchwheel,73.23507881164551,3,,,10
note_on,73.23560190200806,3,56,127,
note_off,73.35426378250122,1,64,64,
pitchwheel,73.35556483268738,1,,,-7
note_on,73.35593771934509,1,64,127,
pitchwheel,73.37629699707031,3,,,0
note_off,73.40619802474976,1,64,64,
pitchwheel,73.43530702590942,1,,,-51
note_on,73.43572998046875,1,64,127,
pitchwheel,73.46617698669434,1,,,-7
note_off,73.48409700393677,1,64,64,
pitchwheel,73.53513193130493,1,,,-7
note_on,73.5355179309845,1,64,127,
note_off,73.57028293609619,2,61,64,
pitchwheel,73.57168579101562,2,,,4
note_on,73.5720226764679,2,61,127,
note_off,73.58840870857239,4,49,64,
pitchwheel,73.61070394515991,2,,,0
pitchwheel,73.61494874954224,4,,,-51
note_on,73.61540484428406,4,49,127,
note_off,73.66424298286438,1,64,64,
pitchwheel,73.68536281585693,1,,,-34
note_on,73.68540906906128,1,65,109,
note_off,73.73620676994324,1,65,64,
pitchwheel,73.73780393600464,1,,,-7
note_on,73.73823070526123,1,64,127,
note_off,73.76822566986084,1,64,64,
pitchwheel,73.83709192276001,1,,,-34
note_on,73.8374137878418,1,64,107,
note_off,73.8702347278595,1,64,64,
pitchwheel,73.9010980129242,1,,,-21
note_on,73.90157794952393,1,64,127,
pitchwheel,73.94666886329651,4,,,34
note_off,73.9541597366333,3,56,64,
pitchwheel,73.99462676048279,4,,,-25
pitchwheel,74.00916981697083,3,,,-17
note_on,74.00962996482849,3,56,127,
note_off,74.07814288139343,1,64,64,
pitchwheel,74.094646692276,3,,,0
pitchwheel,74.11897587776184,1,,,12
note_on,74.11941981315613,1,64,127,
pitchwheel,74.1301839351654,1,,,0
note_off,74.15415096282959,1,64,64,
pitchwheel,74.23095488548279,1,,,-30
note_on,74.23133897781372,1,64,127,
note_off,74.26405668258667,1,64,64,
pitchwheel,74.31321597099304,1,,,-94
note_on,74.31371188163757,1,64,122,
note_off,74.33833289146423,2,61,64,
pitchwheel,74.34012985229492,1,,,-21
pitchwheel,74.38726091384888,2,,,78
note_on,74.38768267631531,2,61,127,
pitchwheel,74.41403293609619,2,,,4
note_off,74.45210790634155,1,64,64,
pitchwheel,74.49651193618774,2,,,0
pitchwheel,74.51501488685608,1,,,-7
note_on,74.51504683494568,1,64,127,
note_off,74.54619693756104,1,64,64,
pitchwheel,74.6091787815094,1,,,-51
note_on,74.60982203483582,1,64,127,
pitchwheel,74.63806581497192,1,,,-7
pitchwheel,74.64010071754456,1,,,0
note_off,74.64802575111389,1,64,64,
pitchwheel,74.70098686218262,1,,,-7
note_on,74.70103096961975,1,64,127,
note_off,74.73866081237793,3,56,64,
pitchwheel,74.77504277229309,3,,,37
note_on,74.7755708694458,3,56,127,
pitchwheel,74.80430173873901,3,,,-10
note_off,74.84608006477356,1,64,64,
pitchwheel,74.90314984321594,1,,,-7
note_on,74.90358996391296,1,64,127,
pitchwheel,74.93035984039307,1,,,0
note_off,74.94821572303772,1,64,64,
pitchwheel,75.00105595588684,1,,,-21
note_on,75.00157380104065,1,64,127,
note_off,75.04408884048462,1,64,64,
pitchwheel,75.08707475662231,1,,,-21
note_on,75.08760404586792,1,64,127,
note_off,75.12211203575134,2,61,64,
pitchwheel,75.1750316619873,2,,,117
note_on,75.1755588054657,2,61,127,
note_off,75.25025272369385,1,64,64,
pitchwheel,75.25197172164917,2,,,4
pitchwheel,75.28906989097595,1,,,-7
note_on,75.2896556854248,1,64,127,
pitchwheel,75.34625697135925,1,,,0
pitchwheel,75.38420081138611,2,,,104
pitchwheel,75.43602776527405,2,,,8
note_off,75.44010496139526,1,64,64,
pitchwheel,75.4890570640564,1,,,-21
note_on,75.48956489562988,1,64,127,
pitchwheel,75.5082139968872,2,,,0
pitchwheel,75.52623105049133,3,,,0
note_off,75.54238700866699,3,56,64,
pitchwheel,75.57528781890869,3,,,65
note_on,75.5757167339325,3,56,127,
pitchwheel,75.60241270065308,3,,,-10
pitchwheel,75.64303994178772,3,,,0
pitchwheel,75.66217184066772,1,,,0
note_off,75.66607785224915,0,68,64,
pitchwheel,75.68201494216919,1,,,267
note_off,75.70403099060059,1,64,64,
pitchwheel,75.72500896453857,1,,,34
note_on,75.725350856781,1,62,111,
note_off,75.73435187339783,5,44,64,
pitchwheel,75.76627993583679,4,,,-819
note_off,75.76999282836914,1,62,64,
pitchwheel,75.78808498382568,3,,,-347
pitchwheel,75.80679988861084,1,,,-34
note_on,75.80716896057129,1,59,62,
pitchwheel,75.8199348449707,1,,,0
pitchwheel,75.84219193458557,3,,,-540
note_off,75.85996794700623,1,59,64,
pitchwheel,75.8639407157898,3,,,-697
pitchwheel,75.90002584457397,3,,,-1045
pitchwheel,75.91082072257996,1,,,-45
note_on,75.91125988960266,1,59,127,
note_off,75.92436099052429,4,49,64,
pitchwheel,75.9491777420044,4,,,-102
note_on,75.94967293739319,4,45,93,
note_off,75.9583637714386,2,61,64,
pitchwheel,75.95989680290222,1,,,842
note_off,75.964834690094,4,45,64,
pitchwheel,75.98579978942871,1,,,1009
pitchwheel,76.01307797431946,4,,,-45
note_on,76.01350283622742,4,47,127,
pitchwheel,76.05597996711731,4,,,-12
note_off,76.08199501037598,1,59,64,
pitchwheel,76.13507676124573,1,,,-4
note_on,76.1356737613678,1,62,127,
pitchwheel,76.14004468917847,1,,,0
note_off,76.18397688865662,1,62,64,
pitchwheel,76.24100184440613,1,,,-50
note_on,76.24151873588562,1,62,119,
pitchwheel,76.26004481315613,1,,,0
note_off,76.29191493988037,1,62,64,
pitchwheel,76.31885600090027,1,,,21
note_on,76.31916975975037,1,62,127,
note_off,76.3962779045105,3,56,64,
pitchwheel,76.42299389839172,3,,,-33
note_on,76.42334270477295,3,53,127,
pitchwheel,76.50810694694519,1,,,0
note_off,76.52610898017883,1,62,64,
pitchwheel,76.5491418838501,1,,,7
note_on,76.54962587356567,1,62,127,
pitchwheel,76.5540280342102,1,,,0
note_off,76.58614563941956,1,62,64,
pitchwheel,76.65701389312744,1,,,-4
note_on,76.65745210647583,1,62,127,
pitchwheel,76.67204093933105,1,,,0
note_off,76.69986891746521,1,62,64,
pitchwheel,76.73689484596252,1,,,7
note_on,76.73741793632507,1,62,127,
pitchwheel,76.74300599098206,2,,,11
note_on,76.74305272102356,2,57,125,
pitchwheel,76.750079870224,1,,,0
pitchwheel,76.764897108078,0,,,7
note_on,76.76492977142334,0,62,14,
note_off,76.77872800827026,2,57,64,
pitchwheel,76.79192280769348,0,,,81
note_off,76.79607486724854,3,53,64,
pitchwheel,76.83102583885193,3,,,155
note_on,76.83162379264832,3,53,127,
pitchwheel,76.85830974578857,3,,,-12
note_off,76.88592791557312,1,62,64,
pitchwheel,76.92288899421692,1,,,7
note_on,76.9233808517456,1,62,127,
pitchwheel,76.95407700538635,1,,,0
pitchwheel,77.01907205581665,2,,,-132
note_on,77.01924085617065,2,57,40,
note_off,77.04610776901245,2,57,64,
pitchwheel,77.04761385917664,2,,,-102
note_on,77.04792785644531,2,55,65,
note_off,77.05837178230286,3,53,64,
note_off,77.07026386260986,1,62,64,
pitchwheel,77.07583904266357,2,,,-12
pitchwheel,77.10023975372314,2,,,0
pitchwheel,77.11089277267456,1,,,34
note_on,77.11118793487549,1,62,127,
note_off,77.130038022995,0,62,64,
pitchwheel,77.1316077709198,0,,,7
note_on,77.13194584846497,0,62,14,
pitchwheel,77.21523880958557,3,,,-33
note_on,77.21559977531433,3,50,127,
note_off,77.33822083473206,1,62,64,
pitchwheel,77.3396680355072,1,,,7
note_on,77.34006571769714,1,62,127,
note_off,77.3781807422638,1,62,64,
pitchwheel,77.46094584465027,1,,,-15
note_on,77.46135878562927,1,62,127,
note_off,77.46265888214111,0,62,64,
pitchwheel,77.47801280021667,1,,,0
pitchwheel,77.51881384849548,0,,,35
note_on,77.51918697357178,0,64,91,
note_off,77.51990389823914,1,62,64,
pitchwheel,77.54708480834961,1,,,45
note_on,77.54748702049255,1,62,127,
note_off,77.54814171791077,3,50,64,
pitchwheel,77.56021571159363,0,,,348
note_off,77.58220791816711,2,55,64,
pitchwheel,77.58325576782227,2,,,0
note_on,77.58328771591187,2,55,76,
pitchwheel,77.58431887626648,1,,,7
pitchwheel,77.62700581550598,3,,,169
note_on,77.62742781639099,3,52,127,
pitchwheel,77.6502149105072,3,,,-5
pitchwheel,77.71406698226929,1,,,111
note_off,77.76809287071228,1,62,64,
pitchwheel,77.8029568195343,1,,,45
note_on,77.80325388908386,1,63,127,
note_off,77.86400580406189,1,63,64,
pitchwheel,77.86558389663696,1,,,7
note_on,77.86579585075378,1,62,127,
note_off,77.89404392242432,1,62,64,
pitchwheel,77.92703008651733,1,,,-31
note_on,77.92738485336304,1,62,127,
note_off,77.92800784111023,2,55,64,
pitchwheel,77.94393301010132,3,,,283
pitchwheel,77.94704008102417,2,,,25
note_on,77.9475347995758,2,55,113,
pitchwheel,77.9540638923645,1,,,0
note_off,77.96421980857849,3,52,64,
pitchwheel,77.97243809700012,2,,,696
pitchwheel,77.9944589138031,2,,,559
note_off,77.99615788459778,2,55,64,
pitchwheel,77.99991488456726,0,,,57
pitchwheel,78.01114988327026,3,,,-33
note_on,78.01131391525269,3,53,127,
note_off,78.02604484558105,0,64,64,
pitchwheel,78.03596186637878,4,,,-284
note_off,78.05802488327026,1,62,64,
pitchwheel,78.06602072715759,4,,,-694
pitchwheel,78.08893179893494,1,,,73
note_on,78.08926177024841,1,63,121,
note_off,78.1221239566803,1,63,64,
pitchwheel,78.12336778640747,1,,,7
note_on,78.1237907409668,1,62,127,
pitchwheel,78.15200686454773,1,,,0
note_off,78.23206186294556,1,62,64,
pitchwheel,78.24290370941162,0,,,-40
note_on,78.24326086044312,0,64,14,
pitchwheel,78.25405192375183,3,,,-227
pitchwheel,78.2779688835144,0,,,7
pitchwheel,78.28692984580994,1,,,-1
note_on,78.2872908115387,1,59,127,
pitchwheel,78.30405306816101,3,,,-366
pitchwheel,78.31705689430237,2,,,-127
note_on,78.31753778457642,2,56,127,
pitchwheel,78.3635778427124,5,,,-20
note_on,78.36362075805664,5,40,127,
pitchwheel,78.36597204208374,2,,,-45
note_off,78.38206481933594,1,59,64,
pitchwheel,78.39803290367126,2,,,10
pitchwheel,78.42411875724792,0,,,0
pitchwheel,78.4420428276062,2,,,-68
pitchwheel,78.45798993110657,0,,,195
pitchwheel,78.46396398544312,2,,,94
note_off,78.48223686218262,2,56,64,
pitchwheel,78.48701786994934,1,,,4
note_on,78.48740410804749,1,61,127,
pitchwheel,78.49315786361694,2,,,-127
note_on,78.49353981018066,2,56,127,
note_off,78.51608991622925,1,61,64,
pitchwheel,78.51786708831787,2,,,30
pitchwheel,78.5401258468628,2,,,81
pitchwheel,78.58412289619446,0,,,7
pitchwheel,78.6011610031128,1,,,4
note_on,78.60167193412781,1,61,127,
pitchwheel,78.61020183563232,1,,,0
note_off,78.614089012146,2,56,64,
note_off,78.63232684135437,1,61,64,
pitchwheel,78.6812789440155,1,,,4
note_on,78.68177580833435,1,61,127,
pitchwheel,78.68603706359863,0,,,0
pitchwheel,78.69217681884766,1,,,0
note_off,78.74644303321838,3,53,64,
note_off,78.76837873458862,4,47,64,
pitchwheel,78.77010583877563,4,,,-14
note_on,78.77071690559387,4,45,127,
pitchwheel,78.78716397285461,3,,,-31
note_on,78.7877869606018,3,52,127,
pitchwheel,78.88402795791626,1,,,68
note_off,78.91215801239014,1,61,64,
pitchwheel,78.91403293609619,1,,,4
note_on,78.91427302360535,1,61,127,
pitchwheel,78.96922492980957,2,,,108
note_on,78.9697117805481,2,54,68,
pitchwheel,78.98013186454773,1,,,0
pitchwheel,79.014084815979,2,,,288
pitchwheel,79.03615689277649,2,,,333
note_off,79.04004096984863,1,61,64,
pitchwheel,79.10109186172485,1,,,17
note_on,79.10160183906555,1,61,127,
pitchwheel,79.11598372459412,0,,,156
pitchwheel,79.11688184738159,1,,,0
note_off,79.13619089126587,2,54,64,
pitchwheel,79.13793992996216,2,,,-51
note_on,79.13816094398499,2,55,116,
note_off,79.16416692733765,3,52,64,
pitchwheel,79.17208194732666,2,,,-5
pitchwheel,79.217129945755,3,,,-31
note_on,79.21771597862244,3,52,127,
note_off,79.25816869735718,0,64,64,
note_off,79.28007197380066,1,61,64,
pitchwheel,79.33477687835693,1,,,-12
note_on,79.33508682250977,1,61,127,
pitchwheel,79.34606885910034,1,,,0
note_off,79.37194395065308,1,61,64,
pitchwheel,79.42217707633972,2,,,0
pitchwheel,79.44097590446472,1,,,-5
note_on,79.44121885299683,1,61,127,
pitchwheel,79.45006895065308,1,,,0
pitchwheel,79.49712800979614,0,,,-115
note_on,79.49760270118713,0,65,88,
note_off,79.538076877594,0,65,64,
note_off,79.54798007011414,1,61,64,
pitchwheel,79.54945993423462,1,,,4
note_on,79.54987978935242,1,61,127,
pitchwheel,79.55622386932373,1,,,0
note_off,79.60237288475037,3,52,64,
pitchwheel,79.64311981201172,3,,,-31
note_on,79.64326286315918,3,52,127,
note_off,79.76610469818115,1,61,64,
pitchwheel,79.76707983016968,1,,,23
note_on,79.76721096038818,1,61,127,
note_off,79.79821491241455,1,61,64,
pitchwheel,79.85909986495972,1,,,4
note_on,79.8592848777771,1,61,107,
pitchwheel,79.8641459941864,1,,,0
pitchwheel,79.90101194381714,0,,,-30
note_on,79.9013340473175,0,64,14,
note_off,79.94222068786621,1,61,64,
pitchwheel,79.94335889816284,1,,,-91
note_on,79.94371199607849,1,61,127,
note_off,79.99033498764038,2,55,64,
pitchwheel,79.99188089370728,2,,,0
note_on,79.99221992492676,2,55,92,
pitchwheel,79.99616384506226,1,,,-649
pitchwheel,79.99791097640991,3,,,-558
pitchwheel,80.01802968978882,1,,,-707
pitchwheel,80.02202081680298,3,,,-720
note_off,80.05070781707764,5,40,64,
pitchwheel,80.05158996582031,5,,,-31
note_on,80.05183482170105,5,40,127,
note_off,80.05306386947632,1,61,64,
pitchwheel,80.11454176902771,4,,,0
pitchwheel,80.12920093536377,1,,,1
note_on,80.12975001335144,1,59,127,
note_off,80.1602258682251,1,59,64,
note_off,80.16401886940002,2,55,64,
pitchwheel,80.16537880897522,2,,,0
note_on,80.16573596000671,2,55,127,
pitchwheel,80.17590975761414,0,,,12
pitchwheel,80.27215886116028,0,,,0
pitchwheel,80.29497385025024,1,,,7
note_on,80.29524779319763,1,59,127,
note_off,80.3722927570343,3,52,64,
pitchwheel,80.42304372787476,3,,,-51
note_on,80.42359185218811,3,50,127,
pitchwheel,80.48614287376404,1,,,101
note_off,80.53830790519714,1,59,64,
pitchwheel,80.53980588912964,1,,,1
note_on,80.54019093513489,1,59,127,
note_off,80.58626794815063,1,59,64,
pitchwheel,80.61920475959778,1,,,30
note_on,80.61936902999878,1,59,127,
pitchwheel,80.65021991729736,1,,,-10
note_off,80.66026592254639,1,59,64,
pitchwheel,80.68638181686401,3,,,649
pitchwheel,80.70701169967651,1,,,-14
note_on,80.70746397972107,1,59,127,
note_off,80.7342689037323,2,55,64,
pitchwheel,80.73556303977966,2,,,0
note_on,80.7356789112091,2,55,127,
note_off,80.75486898422241,4,45,64,
pitchwheel,80.78131580352783,4,,,-14
note_on,80.78167080879211,4,45,127,
note_off,80.90633487701416,1,59,64,
pitchwheel,80.90782070159912,1,,,-14
note_on,80.90815377235413,1,59,127,
pitchwheel,80.94186806678772,0,,,68
note_off,80.96629977226257,2,55,64,
note_off,80.97218489646912,1,59,64,
pitchwheel,80.97370195388794,1,,,4
note_on,80.97411370277405,1,61,127,
pitchwheel,80.9818696975708,0,,,249
pitchwheel,81.00118494033813,2,,,25
note_on,81.0016348361969,2,55,112,
note_off,81.01430988311768,1,61,64,
note_off,81.03204202651978,0,64,64,
pitchwheel,81.03327584266663,0,,,135
note_on,81.03365588188171,0,64,79,
pitchwheel,81.03562188148499,2,,,136
pitchwheel,81.03908085823059,1,,,-1
note_on,81.03936386108398,1,59,127,
note_off,81.04273200035095,2,55,64,
pitchwheel,81.06516885757446,2,,,-153
note_on,81.06557703018188,2,56,127,
note_off,81.10629200935364,2,56,64,
note_off,81.11621284484863,3,50,64,
pitchwheel,81.16726875305176,3,,,145
note_on,81.16754984855652,3,52,127,
pitchwheel,81.18527007102966,2,,,-15
note_on,81.18565893173218,2,57,82,
pitchwheel,81.19615173339844,3,,,-5
note_off,81.22036409378052,2,57,64,
pitchwheel,81.23023176193237,1,,,0
pitchwheel,81.25929188728333,2,,,11
note_on,81.25955986976624,2,57,127,
note_off,81.30837297439575,2,57,64,
pitchwheel,81.35525465011597,2,,,11
note_on,81.35574388504028,2,57,127,
note_off,81.39417695999146,1,59,64,
pitchwheel,81.43083596229553,1,,,7
note_on,81.43123292922974,1,59,127,
note_off,81.43182587623596,2,57,64,
pitchwheel,81.45504903793335,2,,,-15
note_on,81.45552492141724,2,57,127,
pitchwheel,81.45674967765808,1,,,0
pitchwheel,81.48789882659912,0,,,24
note_off,81.5003228187561,3,52,64,
pitchwheel,81.51835179328918,2,,,0
pitchwheel,81.52820682525635,0,,,0
