type,time,channel,note,velocity,pitch  
note_off,24.05567693710327,1,65,64,
pitchwheel,24.06981873512268,3,,,325
pitchwheel,24.114872694015503,1,,,-17
note_on,24.115339040756226,1,65,127,
pitchwheel,24.14006781578064,3,,,-142
note_off,24.149991989135742,0,69,64,
pitchwheel,24.167900800704956,3,,,142
pitchwheel,24.204657793045044,0,,,-14
note_on,24.205162048339844,0,69,127,
pitchwheel,24.21169090270996,3,,,263
pitchwheel,24.213494777679443,0,,,0
note_off,24.239556789398193,0,69,64,
pitchwheel,24.284759044647217,0,,,14
note_on,24.28521180152893,0,69,127,
pitchwheel,24.289825677871704,0,,,0
note_off,24.337552785873413,0,69,64,
pitchwheel,24.367803812026978,3,,,540
pitchwheel,24.396599769592285,0,,,14
note_on,24.39696478843689,0,69,127,
pitchwheel,24.405697107315063,0,,,0
note_off,24.411766052246094,2,60,64,
pitchwheel,24.421708822250366,3,,,626
pitchwheel,24.469897031784058,3,,,574
pitchwheel,24.4768009185791,2,,,-105
note_on,24.477261781692505,2,61,127,
pitchwheel,24.501861810684204,2,,,-328
note_off,24.517674922943115,0,69,64,
pitchwheel,24.523637056350708,3,,,626
pitchwheel,24.53863787651062,0,,,-104
note_on,24.539124011993408,0,70,124,
note_off,24.565603733062744,0,70,64,
pitchwheel,24.566709995269775,0,,,-2
note_on,24.56685185432434,0,69,127,
pitchwheel,24.569708108901978,0,,,0
note_off,24.606000900268555,3,53,64,
pitchwheel,24.607366800308228,3,,,25
note_on,24.607717752456665,3,55,14,
note_off,24.609399795532227,0,69,64,
pitchwheel,24.610421895980835,4,,,-678
pitchwheel,24.635713815689087,1,,,0
pitchwheel,24.64190697669983,4,,,-1048
pitchwheel,24.650617837905884,0,,,-2
note_on,24.651036977767944,0,69,127,
pitchwheel,24.65278697013855,0,,,0
pitchwheel,24.673996686935425,3,,,0
note_off,24.67751979827881,1,65,64,
pitchwheel,24.6786949634552,1,,,57
note_on,24.679033756256104,1,65,127,
note_off,24.701791048049927,0,69,64,
pitchwheel,24.744365692138672,0,,,14
note_on,24.744568824768066,0,69,127,
note_off,24.781826734542847,1,65,64,
pitchwheel,24.78332805633545,1,,,57
note_on,24.783710956573486,1,65,127,
pitchwheel,24.79366683959961,0,,,402
note_off,24.80595302581787,4,53,64,
pitchwheel,24.819528818130493,0,,,694
pitchwheel,24.838847875595093,4,,,-12
note_on,24.838891983032227,4,50,127,
note_off,24.88162088394165,0,69,64,
pitchwheel,24.92166566848755,1,,,20
pitchwheel,24.9506778717041,0,,,-11
note_on,24.95100688934326,0,71,127,
pitchwheel,24.965815782546997,0,,,0
note_off,25.011738777160645,1,65,64,
pitchwheel,25.037948846817017,3,,,91
pitchwheel,25.058315992355347,3,,,132
pitchwheel,25.062668800354004,1,,,-17
note_on,25.063156843185425,1,65,122,
pitchwheel,25.081928968429565,3,,,5
pitchwheel,25.08629584312439,3,,,0
note_off,25.10359787940979,0,71,64,
pitchwheel,25.13174080848694,3,,,65
pitchwheel,25.151793956756592,3,,,25
pitchwheel,25.15427303314209,3,,,0
pitchwheel,25.168365716934204,0,,,0
note_on,25.168819904327393,0,71,127,
note_off,25.20577096939087,2,61,64,
pitchwheel,25.267866849899292,1,,,0
pitchwheel,25.269428968429565,2,,,18
note_on,25.269797801971436,2,60,127,
pitchwheel,25.281906843185425,3,,,45
pitchwheel,25.311677932739258,3,,,-122
note_off,25.317579984664917,0,71,64,
pitchwheel,25.344008922576904,3,,,51
pitchwheel,25.369870901107788,3,,,230
pitchwheel,25.423751831054688,3,,,-31
pitchwheel,25.426458835601807,0,,,0
note_on,25.426796674728394,0,71,127,
pitchwheel,25.44379186630249,3,,,230
note_off,25.451783895492554,1,65,64,
pitchwheel,25.45348882675171,1,,,-34
note_on,25.453824996948242,1,65,127,
pitchwheel,25.483700037002563,0,,,-44
pitchwheel,25.489856004714966,3,,,-21
note_off,25.50235390663147,4,50,64,
pitchwheel,25.509772777557373,1,,,0
note_off,25.525588989257812,0,71,64,
note_off,25.526564836502075,3,55,64,
note_off,25.537750005722046,2,60,64,
pitchwheel,25.59456181526184,0,,,-5
note_on,25.594920873641968,0,68,40,
pitchwheel,25.60654592514038,2,,,-85
note_on,25.60704493522644,2,58,82,
pitchwheel,25.615546941757202,1,,,-420
note_off,25.62364387512207,0,68,64,
pitchwheel,25.633732795715332,2,,,-51
pitchwheel,25.637603759765625,1,,,11
note_off,25.659671783447266,2,58,64,
pitchwheel,25.661348819732666,5,,,-20
note_on,25.66166877746582,5,40,127,
pitchwheel,25.717554807662964,1,,,-365
pitchwheel,25.758424758911133,0,,,-23
note_on,25.75879979133606,0,68,127,
note_off,25.78969383239746,0,68,64,
pitchwheel,25.824535846710205,0,,,65
note_on,25.82491397857666,0,68,74,
note_off,25.847635984420776,0,68,64,
pitchwheel,25.84944796562195,0,,,-138
note_on,25.84969186782837,0,69,127,
note_off,25.881749868392944,0,69,64,
pitchwheel,25.946509838104248,0,,,30
note_on,25.946979761123657,0,68,127,
pitchwheel,25.957582712173462,0,,,0
pitchwheel,25.996816873550415,3,,,-30
note_on,25.997113704681396,3,51,68,
pitchwheel,26.0155508518219,0,,,129
pitchwheel,26.02155089378357,3,,,-198
pitchwheel,26.042128801345825,3,,,-389
pitchwheel,26.043577909469604,0,,,317
pitchwheel,26.046711683273315,2,,,-14
note_on,26.047228813171387,2,59,127,
note_off,26.06970977783203,0,68,64,
pitchwheel,26.144653797149658,0,,,-14
note_on,26.14513373374939,0,69,127,
pitchwheel,26.155529022216797,0,,,0
note_off,26.179893016815186,0,69,64,
pitchwheel,26.234526872634888,0,,,156
note_on,26.234871864318848,0,69,71,
pitchwheel,26.26556396484375,1,,,324
note_off,26.271625995635986,0,69,64,
pitchwheel,26.286453008651733,0,,,0
note_on,26.28677463531494,0,70,127,
pitchwheel,26.28958487510681,1,,,119
note_off,26.315753936767578,0,70,64,
note_off,26.337755918502808,1,65,64,
pitchwheel,26.400635957717896,1,,,-51
note_on,26.401290893554688,1,64,127,
pitchwheel,26.431720972061157,1,,,-7
pitchwheel,26.496673107147217,0,,,-17
note_on,26.497222900390625,0,68,127,
pitchwheel,26.503546953201294,3,,,-352
note_off,26.533535957336426,0,68,64,
pitchwheel,26.56058979034424,0,,,-23
note_on,26.56075882911682,0,68,127,
pitchwheel,26.569702863693237,0,,,0
note_off,26.595808029174805,1,64,64,
pitchwheel,26.597296953201294,1,,,-30
note_on,26.59759783744812,1,64,127,
note_off,26.62967610359192,0,68,64,
pitchwheel,26.692609786987305,0,,,-17
note_on,26.693204879760742,0,68,127,
note_off,26.717847108840942,2,59,64,
pitchwheel,26.770713806152344,2,,,-14
note_on,26.771225929260254,2,59,127,
note_off,26.81561589241028,0,68,64,
pitchwheel,26.869932651519775,3,,,-318
pitchwheel,26.876595973968506,0,,,-17
note_on,26.87708592414856,0,68,127,
pitchwheel,26.90772294998169,3,,,-365
note_off,26.909451007843018,0,68,64,
pitchwheel,26.94059705734253,0,,,-17
note_on,26.94117569923401,0,68,127,
note_off,27.005620002746582,0,68,64,
pitchwheel,27.058653831481934,0,,,-17
note_on,27.05912971496582,0,68,127,
pitchwheel,27.09786295890808,1,,,0
note_off,27.115766048431396,1,64,64,
pitchwheel,27.215661764144897,0,,,0
note_off,27.221673011779785,0,68,64,
pitchwheel,27.262428998947144,0,,,10
note_on,27.262749910354614,0,68,127,
pitchwheel,27.271758794784546,0,,,0
pitchwheel,27.28579306602478,3,,,-567
pitchwheel,27.31171488761902,3,,,-457
note_off,27.32971978187561,0,68,64,
pitchwheel,27.335651874542236,3,,,-367
pitchwheel,27.45057201385498,0,,,-23
note_on,27.45111393928528,0,68,127,
note_off,27.507755994796753,2,59,64,
pitchwheel,27.548665761947632,2,,,-153
note_on,27.54915690422058,2,51,116,
note_off,27.561835050582886,2,51,64,
pitchwheel,27.563408851623535,2,,,17
note_on,27.563742876052856,2,59,127,
note_off,27.61369776725769,0,68,64,
pitchwheel,27.636651039123535,0,,,-61
note_on,27.637175798416138,0,68,85,
note_off,27.657702922821045,0,68,64,
pitchwheel,27.658833980560303,0,,,-23
note_on,27.65933084487915,0,68,127,
note_off,27.705790996551514,0,68,64,
pitchwheel,27.762680768966675,0,,,-153
note_on,27.763253927230835,0,68,127,
note_off,27.785838842391968,0,68,64,
pitchwheel,27.878599882125854,0,,,-23
note_on,27.878784894943237,0,68,26,
note_off,27.88372778892517,2,59,64,
note_off,27.905791997909546,0,68,64,
pitchwheel,27.90720796585083,0,,,-134
note_on,27.907614946365356,0,68,122,
note_off,27.94579291343689,0,68,64,
pitchwheel,27.97970485687256,3,,,-455
note_off,27.985889673233032,5,40,64,
pitchwheel,27.987339973449707,5,,,-41
note_on,27.987730979919434,5,40,127,
pitchwheel,28.005807876586914,3,,,-352
pitchwheel,28.033812999725342,3,,,17
pitchwheel,28.048686742782593,0,,,10
note_on,28.048970937728882,0,68,127,
pitchwheel,28.055810689926147,0,,,0
pitchwheel,28.056726932525635,3,,,373
note_off,28.079829931259155,0,68,64,
note_off,28.14389204978943,3,51,64,
pitchwheel,28.14570689201355,3,,,-71
note_on,28.146272897720337,3,50,76,
pitchwheel,28.14776873588562,0,,,-23
note_on,28.147855758666992,0,68,109,
pitchwheel,28.181847095489502,3,,,-17
note_off,28.189631938934326,0,68,64,
pitchwheel,28.236645936965942,0,,,30
note_on,28.23708486557007,0,68,127,
pitchwheel,28.26583194732666,0,,,-23
pitchwheel,28.302783966064453,2,,,131
note_on,28.302942991256714,2,58,77,
note_off,28.323808908462524,3,50,64,
pitchwheel,28.325554847717285,3,,,-33
note_on,28.325915813446045,3,50,85,
note_off,28.375873804092407,2,58,64,
pitchwheel,28.377657890319824,2,,,-14
note_on,28.378015995025635,2,59,127,
note_off,28.39781403541565,0,68,64,
pitchwheel,28.448724031448364,0,,,-23
note_on,28.44886088371277,0,68,127,
note_off,28.489776849746704,0,68,64,
pitchwheel,28.54651188850403,0,,,-23
note_on,28.5469229221344,0,68,127,
note_off,28.591908931732178,0,68,64,
pitchwheel,28.660398721694946,0,,,-5
note_on,28.66069984436035,0,68,127,
pitchwheel,28.75056791305542,1,,,21
note_on,28.7509548664093,1,62,127,
note_off,28.77965497970581,0,68,64,
pitchwheel,28.80189085006714,1,,,0
pitchwheel,28.828513860702515,0,,,-23
note_on,28.82881474494934,0,68,127,
note_off,28.879740953445435,0,68,64,
pitchwheel,28.914448976516724,0,,,-23
note_on,28.914766788482666,0,68,127,
note_off,28.987586736679077,0,68,64,
pitchwheel,29.01253390312195,0,,,-5
note_on,29.01274585723877,0,68,127,
note_off,29.077915906906128,2,59,64,
pitchwheel,29.130860805511475,2,,,-14
note_on,29.130903005599976,2,59,127,
note_off,29.16174292564392,0,68,64,
pitchwheel,29.224493741989136,0,,,-23
note_on,29.22485876083374,0,68,127,
pitchwheel,29.247623920440674,0,,,0
note_off,29.259625911712646,0,68,64,
pitchwheel,29.28650188446045,0,,,104
note_on,29.286773920059204,0,68,127,
note_off,29.317765951156616,0,68,64,
pitchwheel,29.319172859191895,0,,,-23
note_on,29.319408893585205,0,68,127,
pitchwheel,29.339757680892944,0,,,0
note_off,29.365726947784424,0,68,64,
pitchwheel,29.41261601448059,0,,,10
note_on,29.412964820861816,0,68,127,
pitchwheel,29.41975975036621,0,,,0
note_off,29.459880828857422,1,62,64,
pitchwheel,29.514824867248535,1,,,-4
note_on,29.51523780822754,1,62,127,
pitchwheel,29.5318820476532,1,,,0
note_off,29.553775787353516,0,68,64,
pitchwheel,29.610656023025513,0,,,-5
note_on,29.611121892929077,0,68,127,
pitchwheel,29.619582891464233,0,,,0
note_off,29.643615007400513,0,68,64,
pitchwheel,29.780025720596313,3,,,0
pitchwheel,29.82667875289917,0,,,-17
note_on,29.827198028564453,0,68,127,
pitchwheel,29.839632749557495,0,,,0
note_off,29.85389494895935,2,59,64,
pitchwheel,29.86798596382141,3,,,67
pitchwheel,29.92288374900818,2,,,17
note_on,29.92306900024414,2,59,127,
note_off,29.951611757278442,0,68,64,
pitchwheel,29.971974849700928,3,,,0
pitchwheel,29.995725870132446,3,,,67
pitchwheel,30.01453685760498,0,,,10
note_on,30.01486897468567,0,68,127,
pitchwheel,30.025794744491577,0,,,0
note_off,30.047651767730713,0,68,64,
pitchwheel,30.086516857147217,0,,,-17
note_on,30.0869197845459,0,68,127,
pitchwheel,30.09981393814087,3,,,-23
note_off,30.141983032226562,2,59,64,
note_off,30.153742790222168,0,68,64,
pitchwheel,30.159723043441772,3,,,-191
pitchwheel,30.175642728805542,1,,,153
pitchwheel,30.183716773986816,3,,,-5
pitchwheel,30.199832916259766,1,,,299
pitchwheel,30.2024986743927,0,,,-23
note_on,30.202831745147705,0,70,127,
pitchwheel,30.204826831817627,2,,,125
note_on,30.205127954483032,2,60,86,
pitchwheel,30.221890687942505,3,,,0
pitchwheel,30.241907835006714,2,,,305
pitchwheel,30.24986696243286,1,,,778
pitchwheel,30.257937908172607,3,,,-65
pitchwheel,30.26585602760315,2,,,348
pitchwheel,30.293132781982422,4,,,-14
note_on,30.293493032455444,4,45,127,
pitchwheel,30.29491686820984,3,,,104
pitchwheel,30.295701026916504,1,,,835
note_off,30.322327852249146,3,50,64,
pitchwheel,30.323447704315186,3,,,-33
note_on,30.323827981948853,3,50,88,
note_off,30.339763879776,0,70,64,
pitchwheel,30.351573944091797,1,,,662
pitchwheel,30.390379905700684,0,,,7
note_on,30.390801906585693,0,70,127,
pitchwheel,30.392741918563843,0,,,0
note_off,30.395909786224365,2,60,64,
pitchwheel,30.397366762161255,2,,,0
note_on,30.39782404899597,2,55,127,
note_off,30.433838844299316,0,70,64,
note_off,30.434645891189575,2,55,64,
pitchwheel,30.504698753356934,0,,,0
note_on,30.505204916000366,0,70,127,
note_off,30.543756008148193,0,70,64,
pitchwheel,30.559710025787354,1,,,-1017
note_off,30.59594488143921,1,62,64,
pitchwheel,30.600855112075806,0,,,0
note_on,30.601165771484375,0,70,127,
pitchwheel,30.640995740890503,2,,,-68
note_on,30.641422748565674,2,61,98,
pitchwheel,30.643616914749146,1,,,7
note_on,30.644385814666748,1,64,14,
pitchwheel,30.67178988456726,1,,,0
note_off,30.726114749908447,2,61,64,
pitchwheel,30.727314949035645,2,,,4
note_on,30.72734785079956,2,61,127,
note_off,30.729552745819092,0,70,64,
pitchwheel,30.7845778465271,0,,,-23
note_on,30.784950733184814,0,70,127,
note_off,30.831634998321533,0,70,64,
pitchwheel,30.862513780593872,0,,,70
note_on,30.86292290687561,0,70,127,
pitchwheel,30.88358187675476,0,,,-18
note_off,30.88988494873047,1,64,64,
pitchwheel,30.89132070541382,1,,,-7
note_on,30.89172673225403,1,64,127,
note_off,30.917608976364136,0,70,64,
pitchwheel,30.94466996192932,0,,,0
note_on,30.94491696357727,0,70,127,
note_off,31.003968954086304,1,64,64,
pitchwheel,31.005661010742188,2,,,45
pitchwheel,31.018277883529663,2,,,0
pitchwheel,31.03866481781006,1,,,110
note_on,31.038777828216553,1,64,127,
pitchwheel,31.065922737121582,1,,,-7
note_off,31.105754852294922,0,70,64,
pitchwheel,31.140705108642578,0,,,0
note_on,31.141052961349487,0,70,127,
note_off,31.193745851516724,0,70,64,
pitchwheel,31.22472095489502,0,,,-23
note_on,31.22520089149475,0,70,127,
note_off,31.286388874053955,0,70,64,
pitchwheel,31.314512968063354,0,,,0
note_on,31.31460690498352,0,70,127,
note_off,31.321804761886597,1,64,64,
pitchwheel,31.342644929885864,1,,,-7
note_on,31.343061923980713,1,64,127,
note_off,31.378171920776367,2,61,64,
pitchwheel,31.41089105606079,2,,,4
note_on,31.41104006767273,2,61,127,
note_off,31.461753845214844,0,70,64,
pitchwheel,31.506948947906494,0,,,0
note_on,31.50739574432373,0,70,127,
pitchwheel,31.512526750564575,2,,,0
note_off,31.54572081565857,0,70,64,
pitchwheel,31.584560871124268,0,,,38
note_on,31.584605932235718,0,70,127,
pitchwheel,31.591649055480957,0,,,0
note_off,31.592617988586426,1,64,64,
pitchwheel,31.626718997955322,1,,,-34
note_on,31.62705683708191,1,64,116,
note_off,31.64580202102661,0,70,64,
pitchwheel,31.690632820129395,0,,,-145
note_on,31.691043853759766,0,70,127,
note_off,31.723788022994995,1,64,64,
pitchwheel,31.743629693984985,0,,,-355
pitchwheel,31.778726816177368,1,,,-7
note_on,31.77921199798584,1,64,127,
note_off,31.825703859329224,0,70,64,
pitchwheel,31.872304916381836,0,,,14
note_on,31.872535705566406,0,69,127,
pitchwheel,31.88375186920166,0,,,0
note_off,31.905739068984985,0,69,64,
pitchwheel,31.960716009140015,0,,,54
note_on,31.96127986907959,0,69,127,
pitchwheel,31.969741821289062,0,,,0
note_off,32.007696866989136,0,69,64,
pitchwheel,32.06245398521423,0,,,14
note_on,32.06281280517578,0,69,127,
note_off,32.11801886558533,3,50,64,
pitchwheel,32.14297866821289,3,,,-51
note_on,32.14316964149475,3,50,127,
note_off,32.223593950271606,0,69,64,
pitchwheel,32.271721839904785,1,,,0
pitchwheel,32.27464485168457,0,,,-119
note_on,32.27479290962219,0,69,127,
note_off,32.29597997665405,2,61,64,
note_off,32.29787278175354,3,50,64,
note_off,32.31161093711853,0,69,64,
note_off,32.315563917160034,1,64,64,
pitchwheel,32.352542877197266,0,,,-34
note_on,32.352959871292114,0,64,127,
note_off,32.35403275489807,4,45,64,
pitchwheel,32.36869287490845,1,,,7
note_on,32.369181871414185,1,59,127,
pitchwheel,32.41871905326843,3,,,34
note_on,32.41914391517639,3,52,31,
note_off,32.425636768341064,0,64,64,
pitchwheel,32.444864988327026,4,,,-33
note_on,32.44512391090393,4,49,75,
pitchwheel,32.455607891082764,3,,,125
pitchwheel,32.472622871398926,0,,,-102
note_on,32.473227977752686,0,67,127,
pitchwheel,32.479737758636475,3,,,194
note_off,32.491750955581665,4,49,64,
pitchwheel,32.495484828948975,0,,,-15
pitchwheel,32.54076075553894,4,,,2
note_on,32.541138887405396,4,49,127,
pitchwheel,32.54786777496338,4,,,0
note_off,32.561911821365356,3,52,64,
note_off,32.593764781951904,0,67,64,
pitchwheel,32.66655898094177,0,,,-25
note_on,32.66691470146179,0,67,127,
pitchwheel,32.69464993476868,2,,,10
note_on,32.69514989852905,2,56,20,
note_off,32.69582176208496,0,67,64,
pitchwheel,32.71786594390869,2,,,51
pitchwheel,32.71960186958313,1,,,251
note_off,32.733712911605835,1,59,64,
pitchwheel,32.74163794517517,2,,,324
pitchwheel,32.76471781730652,0,,,-41
note_on,32.76514792442322,0,67,127,
note_off,32.77174496650696,2,56,64,
pitchwheel,32.77331781387329,2,,,-15
note_on,32.773640871047974,2,57,14,
pitchwheel,32.795851945877075,2,,,0
note_off,32.79964280128479,0,67,64,
pitchwheel,32.83270287513733,0,,,-5
note_on,32.83318495750427,0,67,127,
note_off,32.87572479248047,2,57,64,
pitchwheel,32.93480396270752,2,,,11
note_on,32.935224771499634,2,57,127,
pitchwheel,32.97813677787781,2,,,0
note_off,32.99976396560669,0,67,64,
pitchwheel,33.056463956832886,0,,,-5
note_on,33.056604862213135,0,67,127,
note_off,33.0956130027771,0,67,64,
pitchwheel,33.126638889312744,0,,,-25
note_on,33.127060890197754,0,67,127,
note_off,33.19178867340088,0,67,64,
pitchwheel,33.23475384712219,0,,,-5
note_on,33.23514795303345,0,67,127,
pitchwheel,33.31079602241516,1,,,-7
note_on,33.31124472618103,1,64,127,
pitchwheel,33.32377767562866,1,,,0
note_off,33.38973689079285,0,67,64,
pitchwheel,33.416626930236816,0,,,-25
note_on,33.417245864868164,0,67,127,
note_off,33.447721004486084,0,67,64,
pitchwheel,33.48444581031799,0,,,-25
note_on,33.48480987548828,0,67,127,
note_off,33.51818799972534,1,64,64,
pitchwheel,33.51918387413025,1,,,-7
note_on,33.51934885978699,1,64,127,
pitchwheel,33.52573275566101,1,,,0
note_off,33.555638790130615,0,67,64,
pitchwheel,33.58250379562378,0,,,-5
note_on,33.582841873168945,0,67,127,
note_off,33.62995195388794,2,57,64,
pitchwheel,33.69070792198181,2,,,11
note_on,33.69107985496521,2,57,127,
pitchwheel,33.7441987991333,2,,,0
note_off,33.74569773674011,0,67,64,
pitchwheel,33.78476691246033,0,,,-25
note_on,33.78524589538574,0,67,127,
note_off,33.82575488090515,0,67,64,
pitchwheel,33.878490924835205,3,,,84
note_on,33.87889575958252,3,50,62,
pitchwheel,33.88880491256714,0,,,-5
note_on,33.88929104804993,0,67,127,
note_off,33.92357587814331,0,67,64,
pitchwheel,33.944652795791626,0,,,-5
note_on,33.945000886917114,0,68,127,
pitchwheel,33.946351766586304,2,,,-507
pitchwheel,33.98593783378601,1,,,317
note_off,33.993983030319214,2,57,64,
pitchwheel,34.001951932907104,0,,,295
note_off,34.00251293182373,1,64,64,
pitchwheel,34.00367999076843,4,,,-1307
pitchwheel,34.02261781692505,2,,,0
note_on,34.02312994003296,2,55,69,
pitchwheel,34.02593207359314,4,,,-1385
pitchwheel,34.02782392501831,3,,,-68
pitchwheel,34.05689191818237,1,,,28
note_on,34.05734086036682,1,65,127,
pitchwheel,34.0679349899292,1,,,0
note_off,34.101799964904785,0,68,64,
pitchwheel,34.12663984298706,0,,,114
note_on,34.12700390815735,0,69,59,
note_off,34.19566488265991,0,69,64,
pitchwheel,34.196969985961914,0,,,102
note_on,34.19726586341858,0,69,127,
note_off,34.22574782371521,0,69,64,
pitchwheel,34.254130840301514,3,,,-20
pitchwheel,34.29059195518494,0,,,8
note_on,34.29092884063721,0,67,61,
pitchwheel,34.29577088356018,0,,,0
pitchwheel,34.301514863967896,1,,,-102
note_off,34.3357458114624,0,67,64,
pitchwheel,34.35059380531311,0,,,25
note_on,34.35096192359924,0,67,127,
note_off,34.36384677886963,2,55,64,
pitchwheel,34.36957788467407,0,,,0
note_off,34.37060570716858,1,65,64,
pitchwheel,34.432859897613525,1,,,21
note_on,34.43331694602966,1,64,127,
note_off,34.50152778625488,0,67,64,
pitchwheel,34.510740995407104,2,,,0
note_on,34.511115074157715,2,55,59,
pitchwheel,34.55258584022522,0,,,-5
note_on,34.552958965301514,0,67,127,
pitchwheel,34.57373380661011,1,,,0
note_off,34.585702896118164,0,67,64,
pitchwheel,34.59555387496948,1,,,-332
pitchwheel,34.64477491378784,0,,,90
note_on,34.64483880996704,0,65,117,
pitchwheel,34.66169500350952,1,,,-671
pitchwheel,34.67149496078491,0,,,-37
note_off,34.67562294006348,0,65,64,
note_off,34.70014476776123,2,55,64,
pitchwheel,34.722638845443726,2,,,-15
note_on,34.72316789627075,2,57,63,
pitchwheel,34.7287118434906,0,,,156
note_on,34.72923803329468,0,64,127,
pitchwheel,34.746190786361694,2,,,0
note_off,34.755727767944336,3,50,64,
pitchwheel,34.76940393447876,3,,,-33
note_on,34.76985287666321,3,50,127,
note_off,34.778050899505615,2,57,64,
pitchwheel,34.78175473213196,0,,,320
pitchwheel,34.808658838272095,2,,,71
note_on,34.80918097496033,2,57,127,
pitchwheel,34.83990669250488,2,,,10
note_off,34.857749938964844,0,64,64,
pitchwheel,34.89390182495117,2,,,0
pitchwheel,34.9065728187561,0,,,11
note_on,34.906946897506714,0,65,127,
pitchwheel,34.91386079788208,0,,,0
note_off,34.95388388633728,0,65,64,
pitchwheel,35.01073694229126,0,,,11
note_on,35.01114082336426,0,65,127,
note_off,35.07770586013794,0,65,64,
pitchwheel,35.078859090805054,0,,,-34
note_on,35.07925581932068,0,65,127,
note_off,35.112000942230225,1,64,64,
pitchwheel,35.16350698471069,0,,,615
pitchwheel,35.16540288925171,1,,,-31
note_on,35.16571497917175,1,62,127,
pitchwheel,35.18367385864258,0,,,678
pitchwheel,35.193963050842285,1,,,7
note_off,35.23393797874451,0,65,64,
pitchwheel,35.27652287483215,0,,,-25
note_on,35.27697205543518,0,67,127,
pitchwheel,35.305720806121826,0,,,-678
note_off,35.32180190086365,0,67,64,
pitchwheel,35.358484983444214,0,,,-34
note_on,35.35887885093689,0,65,127,
pitchwheel,35.3757848739624,0,,,0
note_off,35.41775393486023,0,65,64,
pitchwheel,35.454402685165405,0,,,11
note_on,35.45472478866577,0,65,127,
pitchwheel,35.46963572502136,0,,,0
note_off,35.519959688186646,2,57,64,
pitchwheel,35.552812814712524,2,,,-15
note_on,35.55333685874939,2,57,127,
pitchwheel,35.57809591293335,2,,,0
note_off,35.61776781082153,0,65,64,
pitchwheel,35.66244101524353,0,,,-2
note_on,35.66277575492859,0,65,127,
pitchwheel,35.6635057926178,0,,,0
note_off,35.693607807159424,0,65,64,
pitchwheel,35.75253987312317,0,,,11
note_on,35.752930879592896,0,65,127,
note_off,35.80366492271423,0,65,64,
pitchwheel,35.85059690475464,0,,,-2
note_on,35.85093307495117,0,65,127,
pitchwheel,35.887730836868286,0,,,0
pitchwheel,36.01561880111694,0,,,54
note_off,36.05774283409119,0,65,64,
pitchwheel,36.0591459274292,0,,,-11
note_on,36.059491872787476,0,65,127,
pitchwheel,36.0716757774353,0,,,0
note_off,36.08775973320007,0,65,64,
pitchwheel,36.10596776008606,1,,,0
pitchwheel,36.14066195487976,0,,,-17
note_on,36.14114999771118,0,65,127,
note_off,36.20178198814392,0,65,64,
pitchwheel,36.23853397369385,0,,,-17
note_on,36.23885989189148,0,65,127,
note_off,36.30195188522339,1,62,64,
note_off,36.401742696762085,0,65,64,
pitchwheel,36.444727659225464,0,,,11
note_on,36.445096015930176,0,65,127,
pitchwheel,36.45373177528381,0,,,0
note_off,36.47767496109009,0,65,64,
pitchwheel,36.506595849990845,0,,,97
note_on,36.50712871551514,0,64,127,
pitchwheel,36.53457474708557,1,,,7
note_on,36.53489375114441,1,62,127,
pitchwheel,36.53956985473633,0,,,340
note_off,36.60172891616821,0,64,64,
pitchwheel,36.65254092216492,0,,,-17
note_on,36.65290284156799,0,65,127,
pitchwheel,36.65399193763733,3,,,0
pitchwheel,36.66564393043518,0,,,0
note_off,36.669944763183594,3,50,64,
pitchwheel,36.70489764213562,3,,,-33
note_on,36.705527782440186,3,50,127,
note_off,36.78575277328491,0,65,64,
pitchwheel,36.82664394378662,0,,,11
note_on,36.82699704170227,0,65,127,
note_off,36.85975193977356,0,65,64,
pitchwheel,36.914607763290405,0,,,-17
note_on,36.914867877960205,0,65,127,
note_off,36.975740909576416,0,65,64,
pitchwheel,37.01862668991089,0,,,-17
note_on,37.019031047821045,0,65,127,
pitchwheel,37.05809783935547,3,,,0
note_off,37.06406569480896,2,57,64,
pitchwheel,37.07980275154114,3,,,81
pitchwheel,37.105838775634766,3,,,-33
pitchwheel,37.110739946365356,2,,,101
note_on,37.11131286621094,2,57,127,
pitchwheel,37.149953842163086,2,,,0
note_off,37.173810958862305,0,65,64,
pitchwheel,37.218611001968384,0,,,-17
note_on,37.21900701522827,0,65,127,
pitchwheel,37.229891777038574,0,,,0
note_off,37.25372290611267,0,65,64,
pitchwheel,37.31271982192993,0,,,-80
note_on,37.31332206726074,0,65,127,
pitchwheel,37.33183002471924,0,,,0
note_off,37.405718088150024,0,65,64,
pitchwheel,37.4065957069397,0,,,-34
note_on,37.40697979927063,0,65,127,
note_off,37.475868940353394,1,62,64,
pitchwheel,37.52483296394348,1,,,-90
note_on,37.525593757629395,1,62,127,
pitchwheel,37.54972696304321,1,,,7
note_off,37.557729721069336,0,65,64,
pitchwheel,37.600767850875854,0,,,-11
note_on,37.6012396812439,0,65,127,
pitchwheel,37.62777876853943,0,,,0
note_off,37.66154384613037,0,65,64,
pitchwheel,37.71672987937927,0,,,-2
note_on,37.717185735702515,0,65,127,
note_off,37.7858350276947,0,65,64,
pitchwheel,37.84243297576904,0,,,11
note_on,37.842803955078125,0,65,127,
pitchwheel,37.85586476325989,0,,,0
note_off,37.85790991783142,2,57,64,
pitchwheel,37.86177682876587,3,,,27
pitchwheel,37.89780306816101,3,,,-33
